ds,yhat,yhat_lower,yhat_upper,fecha,afluencia,zscore_robusto,anomalia_mad,det_prophet,det_mad,prioridad_auditoria,linea,estacion,impacto_pasajeros,direccion_anomalia
2025-04-18,4493.251745654994,3606.3892098904125,5340.07919866084,2025-04-18,2075,-13.686320298739286,True,True,True,CRÍTICA (Consenso),linea 8,santa anita,-2418.0,Baja (Caída atípica)
2024-03-30,6217.084480421855,5054.114996129104,7359.459475330153,2024-03-30,4481,-11.07288991149409,True,True,True,CRÍTICA (Consenso),linea 8,la viga,-1736.0,Baja (Caída atípica)
2025-04-18,18157.769778395985,14487.337319577768,21489.481921716048,2025-04-18,10171,-10.175598417122028,True,True,True,CRÍTICA (Consenso),linea 8,garibaldi/lagunilla,-7987.0,Baja (Caída atípica)
2026-06-11,14953.359120008816,11242.458918523444,18577.062083247187,2026-06-11,10496,-3.645601604998436,True,True,True,CRÍTICA (Consenso),linea 8,garibaldi/lagunilla,-4457.0,Baja (Caída atípica)
2022-09-17,22494.626005539438,18155.339740963478,27001.853314924047,2022-09-17,17544,-5.4967845002064015,True,True,True,CRÍTICA (Consenso),linea 8,uam-i,-4951.0,Baja (Caída atípica)
2023-07-22,8263.081640873028,5754.411829189932,10965.60042826154,2023-07-22,5624,-5.609842226767195,True,True,True,CRÍTICA (Consenso),linea 8,iztapalapa,-2639.0,Baja (Caída atípica)
2025-04-17,19556.821037029236,15642.74996481092,23644.406014430664,2025-04-17,12446,-84.99494965933707,True,True,True,CRÍTICA (Consenso),linea 8,escuadrón 201,-7111.0,Baja (Caída atípica)
2024-05-10,12090.869704968378,10255.197299278705,13980.664600872335,2024-05-10,9462,-3.979118662934889,True,True,True,CRÍTICA (Consenso),linea 8,cerro de la estrella,-2629.0,Baja (Caída atípica)
2024-03-30,83103.5425269141,64506.00250267388,102077.85726602843,2024-03-30,52813,-36.481896429948705,True,True,True,CRÍTICA (Consenso),linea 8,constitución de 1917,-30291.0,Baja (Caída atípica)
2023-11-02,23591.46265108707,19970.15207230875,27555.01755791284,2023-11-02,16735,-3.952236581032302,True,True,True,CRÍTICA (Consenso),linea 8,escuadrón 201,-6856.0,Baja (Caída atípica)
2023-11-02,20829.76640188685,17480.91305421659,24490.175256181596,2023-11-02,13008,-6.642453295098188,True,True,True,CRÍTICA (Consenso),linea 8,garibaldi/lagunilla,-7822.0,Baja (Caída atípica)
2025-04-10,42199.44293578481,35948.87198267852,48200.139626400545,2025-04-10,49347,10.729909048844771,True,True,True,CRÍTICA (Consenso),linea 9,chilpancingo,7148.0,Alza (Pico atípico)
2022-02-14,9099.087510491576,6513.057608237585,11789.176191551887,2022-02-14,12925,4.645555101978319,True,True,True,CRÍTICA (Consenso),linea 9,jamaica,3826.0,Alza (Pico atípico)
2023-04-26,6976.543475240894,830.2609154620723,13273.793438382809,2023-04-26,17469,116.81744671721599,True,True,True,CRÍTICA (Consenso),linea 9,ciudad deportiva,10492.0,Alza (Pico atípico)
2026-07-08,7724.788160136846,1311.9890149253758,13762.896884303726,2026-07-08,18234,43.514771200880986,True,True,True,CRÍTICA (Consenso),linea 9,ciudad deportiva,10509.0,Alza (Pico atípico)
2024-04-10,39448.926832803394,32991.78665950282,45401.49250908168,2024-04-10,46751,8.544548857068365,True,True,True,CRÍTICA (Consenso),linea 9,chilpancingo,7302.0,Alza (Pico atípico)
2022-10-08,16480.400597523498,11778.48694265221,20657.05189747158,2022-10-08,24234,5.39664057488002,True,True,True,CRÍTICA (Consenso),linea 9,mixiuhca,7754.0,Alza (Pico atípico)
2023-04-19,22882.061804780664,18541.222987579076,27209.925812440724,2023-04-19,27295,3.675368805412881,True,True,True,CRÍTICA (Consenso),linea 9,mixiuhca,4413.0,Alza (Pico atípico)
2022-12-25,1186.1401567423964,-6615.798419646961,9457.126119660368,2022-12-25,16839,-9.551061170221645,True,True,True,CRÍTICA (Consenso),linea 9,pantitlán,15653.0,Alza (Pico atípico)
2026-04-16,7103.545266428761,482.5971846825054,13405.1281034123,2026-04-16,17086,42.73922049050173,True,True,True,CRÍTICA (Consenso),linea 9,ciudad deportiva,9982.0,Alza (Pico atípico)
2026-07-11,9435.625523398192,3100.6393699761816,15659.247342327384,2026-07-11,20391,4.586947811735377,True,True,True,CRÍTICA (Consenso),linea 9,ciudad deportiva,10955.0,Alza (Pico atípico)
2023-12-31,22071.459140679992,14066.132015410489,30032.023964769127,2023-12-31,0,-4.492239426353142,True,True,True,CRÍTICA (Consenso),linea 9,pantitlán,-22071.0,Baja (Caída atípica)
2022-04-14,43579.009426682795,31829.794212830504,54926.46997432197,2022-04-14,28431,-30.342017099276962,True,True,True,CRÍTICA (Consenso),linea 9,tacubaya,-15148.0,Baja (Caída atípica)
2023-04-08,10515.300838630677,8094.372727802819,13066.595978708383,2023-04-08,7477,-8.256148670082153,True,True,True,CRÍTICA (Consenso),linea 9,jamaica,-3038.0,Baja (Caída atípica)
2024-03-28,60555.20797055633,48717.43045286874,71094.10879920468,2024-03-28,40070,-35.433247852314466,True,True,True,CRÍTICA (Consenso),linea 9,tacubaya,-20485.0,Baja (Caída atípica)
2023-04-07,8888.076146677782,5315.853855310753,12711.18975354547,2023-04-07,3942,-9.836064539384877,True,True,True,CRÍTICA (Consenso),linea 9,chabacano,-4946.0,Baja (Caída atípica)
2023-12-29,33064.833516979204,25666.23550014633,40574.39456955306,2023-12-29,0,-38272000000.0,True,True,True,CRÍTICA (Consenso),linea 9,puebla,-33065.0,Baja (Caída atípica)
2024-01-06,27076.086976331335,19498.217936584904,34852.72721688048,2024-01-06,0,-3.5778927797299374,True,True,True,CRÍTICA (Consenso),linea 9,puebla,-27076.0,Baja (Caída atípica)
2025-04-18,43106.41611428284,37239.95172501579,49577.97753898891,2025-04-18,18230,-51.25639818789582,True,True,True,CRÍTICA (Consenso),linea 9,chilpancingo,-24876.0,Baja (Caída atípica)
2025-04-18,7912.908641571947,4503.661504573825,11418.773302378611,2025-04-18,3182,-19.99431016960334,True,True,True,CRÍTICA (Consenso),linea 9,chabacano,-4731.0,Baja (Caída atípica)
2024-06-13,61294.99670233716,49149.44423153674,73556.85729994031,2024-06-13,45350,-28.70413133721024,True,True,True,CRÍTICA (Consenso),linea 9,tacubaya,-15945.0,Baja (Caída atípica)
2023-10-13,15253.927380762312,12799.163002192967,17608.140378323787,2023-10-13,12582,-4.86265680885215,True,True,True,CRÍTICA (Consenso),linea 9,centro médico,-2672.0,Baja (Caída atípica)
2023-04-06,40376.60053612613,34130.46084633796,46317.85205949097,2023-04-06,25456,-3135.369766732469,True,True,True,CRÍTICA (Consenso),linea 9,chilpancingo,-14921.0,Baja (Caída atípica)
2023-10-27,60983.705775836446,49074.121813104044,72492.74280327797,2023-10-27,43985,-1125000000.0,True,True,True,CRÍTICA (Consenso),linea 9,tacubaya,-16999.0,Baja (Caída atípica)
2025-04-18,28159.91712435903,20498.425412007775,35957.262915086496,2025-04-18,15110,-21.99939440384619,True,True,True,CRÍTICA (Consenso),linea 9,puebla,-13050.0,Baja (Caída atípica)
2023-01-01,-4.9159350047011685,-4720.286264920694,4442.7323417422,2023-01-01,6669,-3.5064279839341417,True,True,True,CRÍTICA (Consenso),linea a,guelatao,6674.0,Alza (Pico atípico)
2022-08-11,16165.00294057839,13071.386050358404,19039.41933772947,2022-08-11,22307,6.525698091463231,True,True,True,CRÍTICA (Consenso),linea a,acatitla,6142.0,Alza (Pico atípico)
2022-06-30,15218.68852971205,12484.842626689251,18155.091947280598,2022-06-30,18807,4.335817361070823,True,True,True,CRÍTICA (Consenso),linea a,acatitla,3588.0,Alza (Pico atípico)
2022-07-17,19119.843761782664,11058.981621700965,27263.936747982756,2022-07-17,27968,19092000000.0,True,True,True,CRÍTICA (Consenso),linea a,pantitlán,8848.0,Alza (Pico atípico)
2022-12-11,12222.937373609937,9600.870966184768,15123.6820281742,2022-12-11,17597,5.1405066686331615,True,True,True,CRÍTICA (Consenso),linea a,acatitla,5374.0,Alza (Pico atípico)
2026-04-04,33534.593738671334,24729.91100573583,41754.94761255733,2026-04-04,23354,-12.87921251645463,True,True,True,CRÍTICA (Consenso),linea a,la paz,-10181.0,Baja (Caída atípica)
2023-12-26,11824.369015017171,9437.632124997874,14262.550728053768,2023-12-26,9333,-3.8738307025957677,True,True,True,CRÍTICA (Consenso),linea a,peñón viejo,-2491.0,Baja (Caída atípica)
2023-04-07,32370.412231170638,24986.863762458586,39456.0363857349,2023-04-07,16715,-12.138917495894985,True,True,True,CRÍTICA (Consenso),linea a,santa marta,-15655.0,Baja (Caída atípica)
2023-04-08,30275.046119874038,22065.54194394007,38691.80020912005,2023-04-08,22034,-14.137409063606746,True,True,True,CRÍTICA (Consenso),linea a,la paz,-8241.0,Baja (Caída atípica)
2022-12-30,41738.47518243543,32371.431642612188,50939.4759001435,2022-12-30,31013,-16.388211189263224,True,True,True,CRÍTICA (Consenso),linea a,la paz,-10725.0,Baja (Caída atípica)
2024-03-28,11728.078893619495,9339.970953621243,14100.587575435948,2024-03-28,8556,-12.81233991943017,True,True,True,CRÍTICA (Consenso),linea a,peñón viejo,-3172.0,Baja (Caída atípica)
2025-04-18,32580.42592613565,24702.481180183564,41270.34844774927,2025-04-18,12804,-28.661268872364705,True,True,True,CRÍTICA (Consenso),linea a,pantitlán,-19776.0,Baja (Caída atípica)
2025-12-26,11616.322816868069,9145.18330224679,14323.070000174326,2025-12-26,8657,-13.685500723264349,True,True,True,CRÍTICA (Consenso),linea a,agrícola oriental,-2959.0,Baja (Caída atípica)
2023-04-11,11797.636984110728,9553.895570335502,14094.509984367733,2023-04-11,8047,-3.513030411145032,True,True,True,CRÍTICA (Consenso),linea a,peñón viejo,-3751.0,Baja (Caída atípica)
2023-04-14,12189.745098227375,9742.730572012564,14568.07375881803,2023-04-14,9738,-4.12391924726839,True,True,True,CRÍTICA (Consenso),linea a,peñón viejo,-2452.0,Baja (Caída atípica)
2026-01-01,12659.910132121098,8551.24079125208,16578.38793578546,2026-01-01,7365,-4.764234585323264,True,True,True,CRÍTICA (Consenso),linea a,los reyes,-5295.0,Baja (Caída atípica)
2025-12-24,31895.582032234637,23303.125647406298,40265.18667190652,2025-12-24,22591,-3.779703544600741,True,True,True,CRÍTICA (Consenso),linea a,pantitlán,-9305.0,Baja (Caída atípica)
2024-11-01,12876.761223843418,10558.741852876783,15061.988705856305,2024-11-01,9730,-8.500531536459437,True,True,True,CRÍTICA (Consenso),linea a,canal de san juan,-3147.0,Baja (Caída atípica)
2023-04-08,18487.322864045167,11908.048408460389,24531.75570059217,2023-04-08,10857,-7.967422089171067,True,True,True,CRÍTICA (Consenso),linea a,tepalcates,-7630.0,Baja (Caída atípica)
2022-11-27,18034.23945735528,14018.220171083662,22271.711348450353,2022-11-27,23047,6.051214246548044,True,True,True,CRÍTICA (Consenso),linea b,san lázaro,5013.0,Alza (Pico atípico)
2023-02-04,5254.337434884904,4334.192758456217,6279.0171325671645,2023-02-04,7355,37.081305357945894,True,True,True,CRÍTICA (Consenso),linea b,morelos,2101.0,Alza (Pico atípico)
2026-06-17,18305.08737193787,13420.340072144281,22931.12865700458,2026-06-17,25501,4.016713888940902,True,True,True,CRÍTICA (Consenso),linea b,lagunilla,7196.0,Alza (Pico atípico)
2025-11-14,19054.53806045698,16346.470635233785,21634.40842582029,2025-11-14,23070,6.731447680407662,True,True,True,CRÍTICA (Consenso),linea b,plaza aragón,4015.0,Alza (Pico atípico)
2023-03-01,28700.112116343178,23968.023930205367,33758.34792901848,2023-03-01,37809,109.86058845992144,True,True,True,CRÍTICA (Consenso),linea b,múzquiz,9109.0,Alza (Pico atípico)
2025-11-05,16948.60428103424,14317.133720651938,19662.276232178603,2025-11-05,20200,7.332367270777416,True,True,True,CRÍTICA (Consenso),linea b,olímpica,3251.0,Alza (Pico atípico)
2023-01-02,25116.638246198214,21263.202258291072,29337.871383228845,2023-01-02,29568,6.683287440177187,True,True,True,CRÍTICA (Consenso),linea b,san lázaro,4451.0,Alza (Pico atípico)
2024-03-30,5644.646534025142,4283.49073788147,7015.336523281972,2024-03-30,7357,37.09699072864701,True,True,True,CRÍTICA (Consenso),linea b,bosque de aragón,1712.0,Alza (Pico atípico)
2023-01-04,16528.820214186057,13883.1557512692,19074.571834227543,2023-01-04,19132,2169000000.0,True,True,True,CRÍTICA (Consenso),linea b,plaza aragón,2603.0,Alza (Pico atípico)
2025-11-07,8772.367032582917,7002.230623638626,10696.882238717733,2025-11-07,10893,28.205976782096922,True,True,True,CRÍTICA (Consenso),linea b,oceanía,2121.0,Alza (Pico atípico)
2023-01-01,82.36586111587985,-1298.7380883802487,1289.9325898598086,2023-01-01,1967,-5.25945933250597,True,True,True,CRÍTICA (Consenso),linea b,guerrero,1885.0,Alza (Pico atípico)
2022-10-13,5225.44387808858,3848.9786256245507,6725.389581887893,2022-10-13,6791,4.113836190961612,True,True,True,CRÍTICA (Consenso),linea b,bosque de aragón,1566.0,Alza (Pico atípico)
2023-03-02,28842.995285020872,24296.625358600362,33588.08289873183,2023-03-02,36167,6.576984577972173,True,True,True,CRÍTICA (Consenso),linea b,múzquiz,7324.0,Alza (Pico atípico)
2026-06-11,16018.846621238217,13427.913032951825,18622.13690355064,2026-06-11,11946,-6.996244141520594,True,True,True,CRÍTICA (Consenso),linea b,olímpica,-4073.0,Baja (Caída atípica)
2023-04-08,7490.786976976664,5660.820706342734,9261.322493743204,2023-04-08,4619,-5.730272487057562,True,True,True,CRÍTICA (Consenso),linea b,oceanía,-2872.0,Baja (Caída atípica)
2023-09-19,49945.13306439729,39588.967707282,60769.577005649306,2023-09-19,37407,-9.98508685627937,True,True,True,CRÍTICA (Consenso),linea b,buenavista,-12538.0,Baja (Caída atípica)
2022-12-26,52848.675459808874,42883.74537165717,63328.431804569635,2022-12-26,36408,-9.714655601640423,True,True,True,CRÍTICA (Consenso),linea b,buenavista,-16441.0,Baja (Caída atípica)
2024-03-28,14459.720266958238,10659.133283793917,17978.323980642497,2024-03-28,7291,-7.664058350016248,True,True,True,CRÍTICA (Consenso),linea b,deportivo oceanía,-7169.0,Baja (Caída atípica)
2026-03-20,5172.926583976351,3778.124645869042,6664.264972434002,2026-03-20,2929,-11.634965549341814,True,True,True,CRÍTICA (Consenso),linea b,bosque de aragón,-2244.0,Baja (Caída atípica)
2026-01-01,28364.60541807429,19474.11039657082,37505.853838707466,2026-01-01,16801,-3.6934839329441584,True,True,True,CRÍTICA (Consenso),linea b,ciudad azteca,-11564.0,Baja (Caída atípica)
2026-04-03,5292.170744876493,3512.6076242331396,7011.340745756901,2026-04-03,2080,-8.353692940945354,True,True,True,CRÍTICA (Consenso),linea b,garibaldi/lagunilla,-3212.0,Baja (Caída atípica)
2025-05-10,17464.763809541695,12899.686373946193,22355.79727058063,2025-05-10,12642,-8.802531279003725,True,True,True,CRÍTICA (Consenso),linea b,nezahualcóyotl,-4823.0,Baja (Caída atípica)
2025-04-17,6207.738607935967,5238.321440537483,7197.4057416319265,2025-04-17,4270,-15.705054344745093,True,True,True,CRÍTICA (Consenso),linea b,ricardo flores magón,-1938.0,Baja (Caída atípica)
2022-04-16,22578.501594412523,17284.93769951581,27932.286467916365,2022-04-16,11517,-10.549538975024186,True,True,True,CRÍTICA (Consenso),linea b,lagunilla,-11062.0,Baja (Caída atípica)
2026-05-05,13683.484460201305,10292.118542441382,17101.336196551427,2026-05-05,9319,-3.7676020932002237,True,True,True,CRÍTICA (Consenso),linea b,deportivo oceanía,-4364.0,Baja (Caída atípica)
2025-04-17,23540.024974779495,18591.81893923743,28694.098896572108,2025-04-17,13521,-20.587581343917247,True,True,True,CRÍTICA (Consenso),linea b,ecatepec,-10019.0,Baja (Caída atípica)
2024-08-26,25215.80735077153,20112.11219680141,30067.153255798235,2024-08-26,14538,-8.074479301160869,True,True,True,CRÍTICA (Consenso),linea b,múzquiz,-10678.0,Baja (Caída atípica)
2025-01-01,27242.292583305774,18647.755736425646,35837.78858177328,2025-01-01,15584,-25625000000.0,True,True,True,CRÍTICA (Consenso),linea b,ciudad azteca,-11658.0,Baja (Caída atípica)
2023-04-07,53758.58859985779,43772.073504536034,63701.10441556388,2023-04-07,28549,-29362000000.0,True,True,True,CRÍTICA (Consenso),linea b,buenavista,-25210.0,Baja (Caída atípica)
2022-02-05,13116.300513629503,10649.644395748168,15914.250452545533,2022-02-05,9411,-3002000000.0,True,True,True,CRÍTICA (Consenso),linea b,plaza aragón,-3705.0,Baja (Caída atípica)
2022-05-10,15055.580122121168,11805.88131710706,18392.066703293298,2022-05-10,11645,-4.015267439051093,True,True,True,CRÍTICA (Consenso),linea b,deportivo oceanía,-3411.0,Baja (Caída atípica)
2022-05-29,10033.605342303761,5961.507720450438,14064.557267217615,2022-05-29,5446,-10.55878200896973,True,True,True,CRÍTICA (Consenso),linea b,san lázaro,-4588.0,Baja (Caída atípica)
2024-06-02,8097.531179326459,6222.5148961388595,9978.218466009865,2024-06-02,5759,-15.381679388371127,True,True,True,CRÍTICA (Consenso),linea b,garibaldi/lagunilla,-2339.0,Baja (Caída atípica)
2026-01-11,3062.1815120788406,1225.4698463019724,4967.49954244309,2026-01-11,0,-8.037224563679013,True,True,True,CRÍTICA (Consenso),linea b,oceanía,-3062.0,Baja (Caída atípica)
2024-03-29,4971.9516839193375,3912.9152528683376,6038.892180649355,2024-03-29,3075,-7.059093441012344,True,True,True,CRÍTICA (Consenso),linea b,morelos,-1897.0,Baja (Caída atípica)
2023-04-07,13814.171827622575,11693.283551114233,15848.429764030481,2023-04-07,9073,-5.375022429082282,True,True,True,CRÍTICA (Consenso),linea b,romero rubio,-4741.0,Baja (Caída atípica)
2024-03-30,22041.745554733796,16841.888348522574,27299.05661030668,2024-03-30,11726,-7.8282865302982145,True,True,True,CRÍTICA (Consenso),linea b,lagunilla,-10316.0,Baja (Caída atípica)
2025-04-18,45966.380724445684,37360.163682069375,54938.761717233465,2025-04-18,22617,-28.737979001459117,True,True,True,CRÍTICA (Consenso),linea b,ciudad azteca,-23349.0,Baja (Caída atípica)
2025-04-17,13901.179127940675,9790.55188790546,17992.228909642872,2025-04-17,6322,-31.431269306808936,True,True,True,CRÍTICA (Consenso),linea b,villa de aragón,-7579.0,Baja (Caída atípica)
