ID_Auditoria,Fecha,Linea,Estacion,Direccion_Anomalia,Impacto_Pasajeros,Afluencia,Estatus_Investigacion,Hallazgo_Principal,Descripcion_Incidente,Link_Fuente_1,Link_Fuente_2,Observaciones
ANOM-4,2022-01-02 0:00:00,linea 8,constitución de 1917,Alza (Pico atípico),42277,58987,Terminado,Feriado No Oficial / Cultural,Afluencia a la alza dado eventos de temporada de inicio de año e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria
ANOM-38,2022-05-01 0:00:00,linea 7,polanco,Alza (Pico atípico),21394,7346,Terminado,Feriado No Oficial / Cultural,"Día del trabajo y domingo coincidieron, además de manifestaciones en diferentes puntos de la ciudad",https://www.eluniversal.com.mx/tendencias/hay-puente-este-1-de-mayo-2022-aqui-te-decimos-los-dias-de-descanso/,https://www.eluniversal.com.mx/metropoli/estas-son-las-marchas-y-concentraciones-previstas-para-este-1-de-mayo-en-la-cdmx-organizaciones-conmemoran-dia-del-trabajo/,"Varios eventos sucedieron este día, como el hecho de ser domingo, dia del trabajo, programa muevete en bici y diferentes tipos de manifestaciones en la ciudad"
ANOM-70,2022-11-27 0:00:00,linea 2,bellas artes,Alza (Pico atípico),21361,43489,Terminado,"Evento Masivo (Concierto, partido, manifestación)","Marcha ""4 años de transformación"" de Andres Manuel Lopez Obrador",https://www.adn40.mx/ciudad/marcha-amlo-por-la-transformacion-lmo/?outputType=amp,https://www.nmas.com.mx/ciudad-de-mexico/marcha-amlo-en-vivo-hoy-27-noviembre-cdmx/,La marcha llamo un aumento muy significativo en diversas lineas cercanas al centro de la CDMX y en diversos puntos de la ciudad
ANOM-13,2022-02-07 0:00:00,linea 2,cuatro caminos,Alza (Pico atípico),18627,38520,Terminado,Feriado No Oficial / Cultural,Alza en la afluencia por dia de conmemoración de la constitución mexicana,"https://www.milenio.com/cultura/7-de-febrero-2022-por-esta-razon-este-lunes-es-feriado#:~:text=Este%207%20de%20febrero%20lleg%C3%B3,oficina%20o%20cubrir%20alguna%20guardia.",https://www.nmas.com.mx/noticieros/programas/despierta/videos/el-metro-cdmx-tendra-horario-especial-7-febrero-2022-feriado-de-constitucion-mexicana/,"La alza de afluencia fue dado a que el día fue lunes y fue un feriado no oficial ""conmemoración de la constitución mexicana"""
ANOM-342,2025-12-21 0:00:00,linea 3,universidad,Alza (Pico atípico),17467,26358,Terminado,Falla Oculta (No hay reporte oficial del incidente),"no se reportaron incidencia a pesar de la alta en la afluencia, solo reportaron retraso en los trenes de la linea",https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-avance-trenes-fallas-hoy-21-diciembre-2025/,https://www.reporteindigo.com/metro-cdmx-hoy-21-de-diciembre-de-2025-retrasos-estaciones-cerradas-afectaciones-y-afluencia-lb202512210005.html,
ANOM-140,2023-10-23 0:00:00,linea 1,insurgentes,Alza (Pico atípico),16899,40408,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Inicio de Festividades de Día de Muertos ,https://lasillarota.com/metropoli/2023/10/23/dia-de-muertos-en-mexico-vas-ir-la-rodada-nocturna-de-disfraces-checa-estas-recomendaciones-453503.html,https://lasillarota.com/metropoli/2023/10/23/metro-metrobus-de-la-cdmx-hoy-lunes-23-de-octubre-de-2023-453446.html,"Festival de Flores de Cempasuchil en Paseo de la Reforma, esta estacion queda cerca de una estacion de metrobus"
ANOM-210,2024-06-29 0:00:00,linea 8,bellas artes,Alza (Pico atípico),16870,37965,Terminado,"Evento Masivo (Concierto, partido, manifestación)",permaneció cerrada y con servicio modificado debido a la marcha del orgullo,https://www.nmas.com.mx/ciudad-de-mexico/estaciones-cerradas-metro-metrobus-marcha-lgbt-cdmx-29-de-junio-2024/,,permaneció cerada debido a la marcha del orgullo
ANOM-174,2024-03-01 0:00:00,linea 8,san juan de letrán,Alza (Pico atípico),14704,39733,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),Cierre de estación Zocalo y esta estacion fue alternativa ,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-viernes-1-marzo-2024,https://www.nmas.com.mx/ciudad-de-mexico/calles-cerradas-por-evento-zocalo-cdmx-hoy-1-de-marzo-2024-rutas-alternas/,Se cerro la estacion Zocalo por campaña de la presidenta por lo tanto esta estacion aledaña fue de ayuda como alternativa 
ANOM-35,2022-04-25 0:00:00,linea 5,pantitlán,Alza (Pico atípico),14193,72707,Terminado,Falla Oculta (No hay reporte oficial del incidente),No hay reporte de la alza de afluencia este día pero es bastante significativa,,,Alza de afluencia muy significativa pero sin registros oficiales de lo ocurrido
ANOM-225,2024-09-13 0:00:00,linea 9,pantitlán,Alza (Pico atípico),13673,40666,Terminado,Falla Oculta (No hay reporte oficial del incidente),no se reportaron incidentes ,,,
ANOM-66,2022-10-30 0:00:00,linea 2,bellas artes,Alza (Pico atípico),13201,40261,Terminado,"Evento Masivo (Concierto, partido, manifestación)",La estación funcionó como alternativa debido a cierres en otras estaciones dado el desfile de día de muertos,https://www.elfinanciero.com.mx/cdmx/2022/10/29/desfile-de-dia-de-muertos-2022-cuales-son-las-lineas-del-metrobus-que-modificaran-horarios/,https://www.elfinanciero.com.mx/cdmx/2022/10/29/desfile-de-dia-de-muertos-2022-cuales-son-las-lineas-del-metrobus-que-modificaran-horarios/,El cierre de estaciones cercanas por el desfile provoco el aumento en la afluencia en la estación bellas artes dado que esta sirvio como alternativa
ANOM-304,2025-07-21 0:00:00,linea 2,allende,Alza (Pico atípico),12880,39469,Terminado,"Incidente Externo (Persona en vías, riña, salud)","persona que perdio la vida al arrojarse en esta estación, ademas de que ese dia hubo fuertes lluvias",https://www.infobae.com/mexico/2025/07/23/hombre-muere-tras-arrojarse-a-las-vias-de-la-estacion-allende-del-metro-de-cdmx-servicio-es-suspendido/,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-lunes-21-julio-retrasos-y-caos-actualizaciones-mas-importantes,"De acuerdo con la información proporcionada, se trataba de un hombre de aproximadamente 39 años de edad que murió tras arrojarse a las zonas de vías de la estación Allende de la Línea 2. por la tarde tambien se vieron afectadas muchas estaciones por fuertes lluvias"
ANOM-155,2023-12-19 0:00:00,linea 1,pantitlán,Alza (Pico atípico),12328,36172,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),Cierre de la estacion Pantitlan de la Linea 9,https://www.infobae.com/mexico/2023/12/19/metro-y-metrobus-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-lineas-este-19-de-diciembre/,,"Aunque hubiera cierre de la estación Pantitlan Linea 9, los usuarios llegaban a la estacion Pantitlan de la Linea 1"
ANOM-6,2022-01-03 0:00:00,linea 5,autobuses del norte,Alza (Pico atípico),11394,29291,Terminado,Feriado No Oficial / Cultural,Afluencia a la alza dado eventos de temporada de día de reyes e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria y las fechas de reyes magos estaba proxima
ANOM-85,2023-01-10 0:00:00,linea 2,allende,Alza (Pico atípico),11215,28539,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),Se cerro la estación zocalo este día ,https://www.adn40.mx/ciudad/metro-cdmx-zocalo-auditorio-cierre-dps/,,El cierre de la estación zocalo pudo provocar el alza de usuarios en esta estación
ANOM-41,2022-05-06 0:00:00,linea 1,pantitlán,Alza (Pico atípico),10732,36916,Terminado,Contingencia Ambiental,"Implementación del programa ""doble no circula""",https://www.infobae.com/america/mexico/2022/05/05/reactivaron-contingencia-ambiental-en-cdmx-y-estado-de-mexico-que-autos-no-circularan-el-6-de-mayo/,,La implementación de no circula de vehiculos por parte del gobierno de la cdmx provocó que la gente se transportara en metro
ANOM-43,2022-06-04 0:00:00,linea b,buenavista,Alza (Pico atípico),10710,54736,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Actividades culturales y de entretenimiento en la zona,https://gritaradio.com/junio-de-arte-musica-fotografia-y-mas-en-el-centro-cultural-del-tren-suburbano/,,"Diferentes actividades se desarrollaron en la zona, esto explica la alza de afluencia"
ANOM-113,2023-04-28 0:00:00,linea 2,bellas artes,Alza (Pico atípico),10267,31630,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Concierto en la explanada del Zocalo ,https://www.tvazteca.com/aztecanoticias/que-pasa-metro-cdmx-hoy-viernes-28-abril-2023-en-vivo,https://www.adn40.mx/ciudad/metro-cdmx-tendra-horario-especial-este-viernes-concierto-rosalia/,Concierto en la explanada del Zócalo y la estacion Zócalo y Allende se mantuvieron cerradas.
ANOM-16,2022-03-04 0:00:00,linea 2,bellas artes,Alza (Pico atípico),9957,28994,Terminado,Contingencia Ambiental,"Implementación del programa ""no circula""",https://www.infobae.com/america/agencias/2022/03/04/hoy-no-circula-viernes-4-de-marzo-de-2022-que-autos-descansan-en-cdmx-y-edomex/,,La implementación deno circula de vehiculos por parte del gobierno de la cdmx provocó que la gente se transportara en metro
ANOM-77,2022-12-25 0:00:00,linea 9,mixiuhca,Alza (Pico atípico),9950,5749,Terminado,Falla Oculta (No hay reporte oficial del incidente),No hay reportes ni información para explicar con certeza la anomalía sin embargo la diferencia de afluencia es bastante significativa,,,"No hay información ni reportes oficiales para explicar la anomalía, aunque podría ser atribuido que fue derivado al movimiento de navidad y que fue la primera navidad con el cierre parcial de la linea 1"
ANOM-10,2022-01-23 0:00:00,linea 3,copilco,Alza (Pico atípico),9574,9728,Terminado,Falla Oculta (No hay reporte oficial del incidente),Se inauguraron escaleras electricas nuevas en la estación,https://www.cronica.com.mx/metropoli/metro-cdmx-inaugura-4-escaleras-electricas.html#google_vignette,https://www.metro.cdmx.gob.mx/comunicacion/nota/el-metro-pone-en-marcha-4-nuevas-escaleras-electricas-en-beneficio-de-la-movilidad-al-interior-de-la-red,La inauguración de las escaleras pudo haber sido una causa para que nuevos usuarios o viejos usuarios que usaban la estación regresaran por la accesibilidad recuperada por la inauguración de las escaleras
ANOM-301,2025-06-28 0:00:00,linea 8,san juan de letrán,Alza (Pico atípico),9279,35320,Terminado,"Cierre Programado (Mantenimiento, remodelación)",afluencia alta por cierre de estación zocalo de la linea 2,https://www.nmas.com.mx/ciudad-de-mexico/asi-esta-el-servicio-en-las-lineas-del-metro-en-la-cdmx-hoy-sabado-28-de-junio-de-2025/,,"El Sistema de Transporte Colectivo Metro indicó que la estación Zócalo de la Línea 2 permanece cerrada hasta nuevo aviso.

Indicó que como alternativas para dirigirse a la zona centro están las estaciones Pino Suárez y Allende de la Línea 2; de la Línea 8 San Juan de Letrán y Bellas Artes de la Línea 2 y Línea 8."
ANOM-323,2025-10-26 0:00:00,linea 9,ciudad deportiva,Alza (Pico atípico),9242,17614,Terminado,"Evento Masivo (Concierto, partido, manifestación)"," continúan las actividades en el Autódromo Hermanos Rodríguez por el Gran Premio de la Fórmula 1. Te recordamos las estaciones más cercanas al lugar:

Velódromo
Ciudad Deportiva 
Puebla",https://www.reporteindigo.com/metro-cdmx-hoy-26-de-octubre-retrasos-en-lineas-estaciones-cerradas-afluencia-afectaciones-lb202510260005.html,,
ANOM-212,2024-07-14 0:00:00,linea 3,copilco,Alza (Pico atípico),8706,10691,Terminado,Clima Extremo (Inundaciones severas),"se reportaron lluvias que retarsaron servicio en la lineas: 2,3,4,5,8",https://x.com/MetroCDMX/status/1812609289195839773?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1812609289195839773%7Ctwgr%5E645df50b18586ba588f692a7252509f88578881f%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.tvazteca.com%2Faztecanoticias%2Fmetro-cdmx-en-vivo-que-pasa-hoy-domingo-14-julio-2024-minuto-a-minuto,,"Debido a lluvia, se implementa marcha de seguridad en las Líneas 3, 4, 8, 9, A, B y 12, por lo que el avance de los trenes es lento. Toma previsiones.
4:05 p. m."
ANOM-49,2022-07-17 0:00:00,linea 7,polanco,Alza (Pico atípico),8414,10412,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Diferentes eventos culturales y sociales se celebraron,https://www.vogue.mx/estilo-de-vida/articulo/eventos-fin-de-semana-en-cdmx-15-al-17-julio-2022,,
ANOM-61,2022-09-25 0:00:00,linea 7,barranca del muerto,Alza (Pico atípico),8298,17121,Terminado,"Evento Masivo (Concierto, partido, manifestación)","Concierto de grupo firme en el zocalo, movilizó a diferentes habitantes de la ciudad",https://www.cultura.cdmx.gob.mx/comunicacion/nota/315-22,https://www.facebook.com/nmas.com.mx/videos/reportan-z%C3%B3calo-lleno-para-concierto-de-grupo-firme/382778627403060/,El concierto en el zocalo movilizo a diversas personas de la ciudad para llegar al zocalo
ANOM-354,2026-01-10 0:00:00,linea 9,ciudad deportiva,Alza (Pico atípico),8027,14093,Terminado,Falla Oculta (No hay reporte oficial del incidente),"no se reportaron incidencia a pesar de la baja en la afluencia, solo reportaron retraso en los trenes de la linea",,,
ANOM-320,2025-10-18 0:00:00,linea 9,tacubaya,Alza (Pico atípico),7972,58774,Terminado,"Evento Masivo (Concierto, partido, manifestación)",defile de alebrijes y marcha zombie,https://www.infobae.com/mexico/2025/10/18/metro-cdmx-y-metrobus-hoy-18-de-octubre/,,"Desde el día de ayer, 17 de octubre, el Metrobús informó que por el Desfile de Alebrijes y la Marcha Zombie del 18 de octubre modificará sus servicios, quedando de la siguiente manera:

SIN SERVICIO

Línea 1, de 14 a 18 horas: estaciones Hamburgo, Reforma y Buenavista II. (Ruta Indios Verdes - Pueblo Sta. Cruz Atoyac).
Línea 3, de 14 a 19 horas: estaciones Mina, Balderas y Buenavista II.
Línea 4, de 12 a 19 horas: estaciones Buenavista IV, Bellas Artes y Amajac. (Servicio a Aeropuerto sin afectación).
Línea 7, de 12 a 20 horas: estaciones Campo Marte e Hidalgo. (Ruta Alameda Tacubaya - París)."
ANOM-74,2022-12-22 0:00:00,linea 2,tacuba,Alza (Pico atípico),7724,34333,Terminado,Falla Oculta (No hay reporte oficial del incidente),No hay reportes oficiales ni información que explique directamente el incremento significativo de afluencia,https://www.nmas.com.mx/ciudad-de-mexico/marchas-hoy-22-diciembre-2022-cdmx-manifestaciones-bloqueos/,https://www.nmas.com.mx/ciudad-de-mexico/marchas-hoy-22-diciembre-2022-cdmx-manifestaciones-bloqueos/,"Podría ser una combinación de varios eventos como la implementación del programa ""no circula"", proximidad con navidad, manifestaciones e incluso reportes de humo en la línea 3 con la que existe un transbordo con la línea 2"
ANOM-40,2022-05-01 0:00:00,linea a,los reyes,Alza (Pico atípico),7406,14372,Terminado,Feriado No Oficial / Cultural,"Día del trabajo y domingo coincidieron, además de manifestaciones en diferentes puntos de la ciudad",https://www.eluniversal.com.mx/tendencias/hay-puente-este-1-de-mayo-2022-aqui-te-decimos-los-dias-de-descanso/,https://www.eluniversal.com.mx/metropoli/estas-son-las-marchas-y-concentraciones-previstas-para-este-1-de-mayo-en-la-cdmx-organizaciones-conmemoran-dia-del-trabajo/,"Varios eventos sucedieron este día, como el hecho de ser domingo, dia del trabajo, programa muevete en bici y diferentes tipos de manifestaciones en la ciudad"
ANOM-119,2023-06-03 0:00:00,linea 8,san juan de letrán,Alza (Pico atípico),7302,35784,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Concierto en la explanada del Zócalo,https://www.tvazteca.com/aztecanoticias/metro-cdmx-vivo-que-pasa-hoy-sabado-3-junio,https://www.infobae.com/mexico/2023/06/03/metro-hoy-3-de-junio-stc-inicio-operaciones-sin-retrasos-en-las-12-lineas/,"Concierto en la explanada del Zócalo y la estacion Zócalo se mantuvieron cerrada, esta estacion se uso como alternativa."
ANOM-317,2025-10-16 0:00:00,linea 6,martín carrera,Alza (Pico atípico),7120,35005,Terminado,"Evento Masivo (Concierto, partido, manifestación)","congestión vial en el Metrobús Línea 1, así como por la presencia de una peregrinación en la zona,",https://www.facebook.com/groups/493992939456328/posts/1200741342114814/,https://www.infobae.com/mexico/2025/10/16/metro-cdmx-y-metrobus-hoy-16-de-octubre/,"la zona de la estación Martín Carrera (Línea 4/6) presentó un ""super caos"" y retrasos significativos. Esto fue ocasionado principalmente por congestión vial en el Metrobús Línea 1, así como por la presencia de una peregrinación en la zona, lo que afectó la movilidad de los usuarios."
ANOM-104,2023-03-30 0:00:00,linea 9,ciudad deportiva,Alza (Pico atípico),7048,15172,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Retrasos de trenes de hasta 20 minutos ,https://www.adn40.mx/ciudad/metro-cdmx-hoy-30-marzo-2023-retrasos-lineas-9-7-y-b/,,Retrasos de trenes de hasta 20 minutos 
ANOM-73,2022-12-18 0:00:00,linea 7,polanco,Alza (Pico atípico),6860,8863,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Se reportó incremento de afluencia en diferentes partes de la ciudad por la final de la copa del mundo de futbol 2022 ,https://politica.expansion.mx/cdmx/2022/12/18/enfotos-aficionados-celebran-en-cdmx-triunfo-de-argentina-en-qatar,,El final del mundia de futbol y combinado con fechas proximas de festividades de diciembre aumentó la afluencia en diferentes puntos de la ciudad
ANOM-166,2024-01-14 0:00:00,linea a,santa marta,Alza (Pico atípico),6534,19138,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-56,2022-09-08 0:00:00,linea 1,balderas,Alza (Pico atípico),6454,32760,Terminado,Clima Extremo (Inundaciones severas),Combinación de lluvias e inicio de la linea 1 por cierre parcial de la linea 1 del metro,https://www.chilango.com/noticias/aguas-con-la-lluvia-conoce-pronostico-del-clima-cdmx-edomex/,https://www.chilango.com/noticias/aguas-con-la-lluvia-conoce-pronostico-del-clima-cdmx-edomex/,Hubo lluvias en la alcaldía lo que provocó la marcha lenta y la aglomeración de personas en el metro
ANOM-125,2023-07-30 0:00:00,linea 5,politécnico,Alza (Pico atípico),6153,12679,Terminado,Clima Extremo (Inundaciones severas),Debido a las fuertes lluvias provo la caida de un arbol,https://www.infobae.com/mexico/2024/07/30/metro-cdmx-y-metrobus-hoy-30-de-julio/,,Debido a las fuertes lluvias provo la caida de un arbol  entre Instituto del Petroleo y Autobuses del Norte por lo que no hubo servicio de Autobuses del Norte a Instituto Politecnico 
ANOM-229,2024-10-19 0:00:00,linea a,pantitlán,Alza (Pico atípico),5972,30210,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)","a Línea A se afectó debido al daño en la catenaria de uno de los trenes,",https://lasillarota.com/metropoli/2023/10/19/metro-pantitlan-cdmx-asi-fue-el-caos-desalojo-este-jueves-19-de-octubre-452978.html,,
ANOM-194,2024-04-10 0:00:00,linea 5,politécnico,Alza (Pico atípico),5645,35157,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-319,2025-10-18 0:00:00,linea 4,jamaica,Alza (Pico atípico),5528,12969,Terminado,"Evento Masivo (Concierto, partido, manifestación)",defile de alebrijes y marcha zombie,https://www.infobae.com/mexico/2025/10/18/metro-cdmx-y-metrobus-hoy-18-de-octubre/,,"Desde el día de ayer, 17 de octubre, el Metrobús informó que por el Desfile de Alebrijes y la Marcha Zombie del 18 de octubre modificará sus servicios, quedando de la siguiente manera:

SIN SERVICIO

Línea 1, de 14 a 18 horas: estaciones Hamburgo, Reforma y Buenavista II. (Ruta Indios Verdes - Pueblo Sta. Cruz Atoyac).
Línea 3, de 14 a 19 horas: estaciones Mina, Balderas y Buenavista II.
Línea 4, de 12 a 19 horas: estaciones Buenavista IV, Bellas Artes y Amajac. (Servicio a Aeropuerto sin afectación).
Línea 7, de 12 a 20 horas: estaciones Campo Marte e Hidalgo. (Ruta Alameda Tacubaya - París)."
ANOM-318,2025-10-18 0:00:00,linea 1,candelaria,Alza (Pico atípico),5503,23881,Terminado,"Incidente Externo (Persona en vías, riña, salud)",retiro de persona ajena en zona de vias,https://x.com/MetroCDMX/status/1979592471966335042?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1979592471966335042%7Ctwgr%5E311fb6d375ffbffe8c61f496dcde9ad8e8eecc65%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.tvazteca.com%2Faztecanoticias%2Fque-pasa-metro-cdmx-hoy-sabado-18-octubre-2025,https://x.com/MetroCDMX/status/1979592471966335042?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1979592471966335042%7Ctwgr%5E311fb6d375ffbffe8c61f496dcde9ad8e8eecc65%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.tvazteca.com%2Faztecanoticias%2Fque-pasa-metro-cdmx-hoy-sabado-18-octubre-2025,"circulación de los trenes en la Línea 2, después de realizar maniobras para retirar a una persona ajena al Sistema en zona de vías. Respeta la línea amarilla de seguridad y por ningún motivo bajes a las vías."
ANOM-310,2025-09-13 0:00:00,linea 9,ciudad deportiva,Alza (Pico atípico),5473,13308,Terminado,Clima Extremo (Inundaciones severas),fuertes lluvias,https://www.nmas.com.mx/ciudad-de-mexico/estaciones-metro-cdmx-cerradas-hoy-17-de-septiembre-2025-lineas-servicio-retrasado-lluvias/,,"El 13 de septiembre de 2025, la estación Ciudad Deportiva (Línea 9) experimentó retrasos y marcha lenta en los trenes debido a las lluvias intensas en la CDMX. La marcha lenta de seguridad se implementó en múltiples líneas (2, 3, 4, 5, 8, 9, 12 y A) ese día, afectando el tiempo de traslado de los usuarios según reportaron autoridades y redes sociales."
ANOM-213,2024-07-17 0:00:00,linea 1,boulevard puerto aéreo,Alza (Pico atípico),5422,18910,Terminado,Clima Extremo (Inundaciones severas),"En Boulevard Puerto Aéreo, encharcamiento de 300 m lineales mantiene paralizada la circulación salvo el paso de motocicletas",https://mvsnoticias.com/nacional/cdmx/2024/7/17/reanuda-circulacion-en-boulevard-puerto-aereo-ante-fuertes-lluvias-648645.html,,a las 7:30 de la tarde usuario reporto en twitter encharcamientos en 300m
ANOM-2,2022-01-02 0:00:00,linea 2,colegio militar,Alza (Pico atípico),5414,3250,Terminado,Feriado No Oficial / Cultural,Afluencia a la alza dado eventos de temporada de inicio de año e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria
ANOM-296,2025-05-20 0:00:00,linea 2,hidalgo,Alza (Pico atípico),5220,33251,Terminado,"Incidente Externo (Persona en vías, riña, salud)",se detuvo la linea 2 por persona en vías afectando la estación de hidalgo,https://www.infobae.com/mexico/2025/05/20/metro-cdmx-y-metrobus-hoy-20-de-mayo/,,"se suspendió el servicio en la Línea 2 del Metro CDMX, afectando la estación Hidalgo, debido al rescate de una persona que cayó a las vías, presuntamente al arrojarse al paso del tren"
ANOM-322,2025-10-26 0:00:00,linea 3,hidalgo,Alza (Pico atípico),5180,21217,Terminado,"Cierre Programado (Mantenimiento, remodelación)","presentó cierres anticipados en el servicio de la Línea 1 (finalizando a las 22:00 horas) y reportes de alta afluencia. Además, hubo un fuerte operativo de seguridad en el transcurso de esos días debido a la concurrida celebración religiosa de San Judas Tadeo",https://www.metro.cdmx.gob.mx/comunicacion/nota/el-operativo-especial-en-estacion-hidalgo-lineas-2-y-3-concluyo-sin-incidentes,,
ANOM-44,2022-06-17 0:00:00,linea 3,zapata,Alza (Pico atípico),5096,38414,Terminado,Clima Extremo (Inundaciones severas),"Debido a lluvias de la tarde la gente se movilizó y refugio en la zona, siendo una de estas el metro",https://www.facebook.com/nmas.com.mx/videos/cae-parte-del-techo-en-centro-comercial-en-cdmx-por-lluvia/3216406338647956/,,La lluvia en la alcaldía de la estación provoco que la gente se resguardara en el metro
ANOM-305,2025-07-28 0:00:00,linea 1,san lázaro,Alza (Pico atípico),5077,24635,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)","Usuarios reportan que los trenes en la Línea B, que corre de Buenavista a Ciudad Azteca, no avanzan esta mañana, por lo que al estar conectada con san lazaro se pudo presentar alta afluencia",https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-lunes-28-julio-2025-minuto-a-minuto,,
ANOM-307,2025-08-18 0:00:00,linea 1,san lázaro,Alza (Pico atípico),5068,25758,Terminado,Falla Oculta (No hay reporte oficial del incidente),"Usuarios aseguran que hay alta afluencia de personas en la Línea 12, que corre de Tláhuac a Mixcoac. Piden al STC que agilicen el paso de trenes.",https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-lunes-18-agosto-2025-retrasos-cierre-estaciones-minuto-a-minuto,,
ANOM-25,2022-04-09 0:00:00,linea 7,polanco,Alza (Pico atípico),5045,12984,Terminado,Contingencia Ambiental,"Implementación del programa ""no circula""",https://www.milenio.com/politica/comunidad/hoy-no-circula-cdmx-programa-sabatino-9-abril-2022,,La implementación de no circula de vehiculos por parte del gobierno de la cdmx provocó que la gente se transportara en metro
ANOM-330,2025-11-13 0:00:00,linea a,los reyes,Alza (Pico atípico),5044,27109,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",se reportaron retrasos en la linea y estaciones como el zocalo permanecieron cerradas ese dia,https://www.reporteindigo.com/metro-cdmx-hoy-13-noviembre-2025-retrasos-lineas-estaciones-cerradas-afectaciones-y-alta-afluencia-lb202511130001.html,,
ANOM-105,2023-03-31 0:00:00,linea 8,garibaldi/lagunilla,Alza (Pico atípico),4926,24637,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",Retrasos de trenes de hasta 20 minutos ,https://www.tvazteca.com/aztecanoticias/metro-cdmx-que-pasa-hoy-viernes-31-marzo-2023,https://www.adn40.mx/ciudad/metro-cdmx-hoy-31-marzo-2023-caos-retrasos-la-linea-3/,Retraso significativo en pasar los trenes 
ANOM-228,2024-09-30 0:00:00,linea 1,san lázaro,Alza (Pico atípico),4805,21089,Terminado,"Evento Masivo (Concierto, partido, manifestación)",vísperas de la toma de protesta de Claudia Sheinbaum Pardo como Presidenta de México.,https://www.posta.com.mx/mexico/blindan-el-palacio-legislativo-de-san-lazaro-a-pocos-dias-de-la-toma-de-protesta/v-vl1616713,,
ANOM-341,2025-12-21 0:00:00,linea 3,zapata,Alza (Pico atípico),4759,8294,Terminado,Falla Oculta (No hay reporte oficial del incidente),"no se reportaron incidencia a pesar de la alta en la afluencia, solo reportaron retraso en los trenes de la linea",https://www.reporteindigo.com/metro-cdmx-hoy-21-de-diciembre-de-2025-retrasos-estaciones-cerradas-afectaciones-y-afluencia-lb202512210005.html,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-avance-trenes-fallas-hoy-21-diciembre-2025/,
ANOM-133,2023-09-16 0:00:00,linea 3,deportivo 18 de marzo,Alza (Pico atípico),4697,11777,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Concierto en el Foro Cultural Hilvana ,https://www.dondeir.com/musica/las-ultrasonicas-daran-un-concierto-especial-en-la-cdmx/2023/07/,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-sabado-16-septiembre,El deportivo 18 de marzo realizo un concierto en el Foro Cultural Hilvana 
ANOM-51,2022-08-07 0:00:00,linea 2,colegio militar,Alza (Pico atípico),4631,4757,Terminado,Clima Extremo (Inundaciones severas),Combinación de lluvias y ruta alterna al cierre de la linea 1 del metro,https://www.informador.mx/mexico/Clima-en-Ciudad-de-Mexico-hoy-el-pronostico-para-el-domingo-7-de-agosto-de-2022-20220807-0004.html,,Hubo lluvias en la alcaldía lo que provocó la marcha lenta y la aglomeración de personas en el metro
